Model;Name;Price
AEROPGSVX-600PLUS-80;AEROCOOL PGS VX-600plus 600W 80+ BOX PSU;60.19€
PYLON550B-BKCEU;Power Supply|ADATA|PYLON Power Supply Unit|550 Watts|Efficiency 80 PLUS BRONZE|PYLON550B-BKCEU;60.49€
ZM550-GVII;Power supply GigaMax 550W 80+ BRONZE EU ZM550-GVII;60.69€
RGB-700W_II;Power Supply INTER-TECH Argus RGB, 80PLUS Bronze, 700W, Retail, 1x140 Fan, 1x20+4Pin, 4+4Pin, 2xPCI-e 6+2Pin, 3x4Pin (Molex), 6xSATA, 1xFDD, rev 2.0;61.19€
APB-600B8;CHIEFTEC 600W PSU 80 PLUS 230V ATX WHITE EU bulk;61.89€
CP-9020278-EU;Corsair | 80 PLUS Bronze ATX Power Supply (EU) | CX Series CX650 | 650 W;62.59€
MAG A650BN;MSI | W | MAG PSU | A650BN | 650 W;62.89€
PS-LTP-0550NHSANE-1;Kompiuterio maitinimo šaltinis THERMALTAKE LITEPOWER RGB 550W, 24 kontaktų;62.99€
PS-LTP-0750NPCNEU-2;Thermaltake Litepower I I Black 750W;62.99€
MPW-7001-ACBW-BE1;Power Supply|COOLER MASTER|ELITE NEX WHITE 700 230V BLACK MESH CABLE|700 Watts|Efficiency 80 PLUS|PFC Active|MTBF 100000 hours|MPW-7001-ACBW-BE1;63.19€
AEROVX-650PLUS;AEROCOOL AEROVX-650PLUS PSU VX-650 PLUS 650W Silent 120mm fan with Smart control;63.29€
BN292;BE QUIET BN292 Pure Power 11 400W 80PLUS Gold activePFC;63.29€
ZAS-MC-B88-700-ATX-FC;MODECOM Maitinimo blokai MC-B88-700-FC 80+ BRONZINĖ 230V EU 700W;64.19€
BDK-550FC;CHIEFTEC SteelPower SERIES 550W ATX 12V 2.3 80 PLUS Bronze;64.99€
CGR-AT750;COUGAR ATLAS 750 PSU, 80 plus Bronze, 750W;65.19€
PS-LTP-0750NHSANE-1;Thermaltake Litepower I I RGB 750W;65.39€
