Model;Name;Price
BX8071512400SRL4V;CPU|INTEL|Desktop|Core i5|i5-12400|Alder Lake|2500 MHz|Cores 6|18MB|Socket LGA1700|65 Watts|GPU UHD 730|BOX|BX8071512400SRL4V;155.29€
100-100000931BOX;AMD Ryzen 5 8500G 5.05GHz AM5 6C/12 65W 22MB with Wraith Stealth Cooler BOX;155.89€
BX8070110400;INTEL Core i5-10400 6Core/12Threads 2.9-4.3GHz LGA1200 12M Cache, integruota grafika, su aušintuvu dėžutėje;161.19€
100-000000263;AMD Ryzen 7 5700G 8C/16T 3.8/4.6GHz AMD4 TRAY (be aušintuvo ir gamyklinės dėžutės);161.49€
100-000000168;AMD Ryzen Threadripper PRO 3945WX (12C/24T) 4.0GHz (4.3GHz Turbo) Socket sWRX8 TDP 280W, tray;162.89€
100-000000597;CPU|AMD|Desktop|Ryzen 5|7500F|3700 MHz|Cores 6|6MB|Socket SAM5|65 Watts|OEM|100-000000597 (negamyklinėje pakuotėje be priedų);168.49€
100-100000926WOF;AMD Ryzen 7 5700X 8C/16T 5700X (3.4/4.6GHz Boost,L2+L3 36MB,65W,AM4) (dėžutėje AMD aušintuvo neprideda);174.69€
BX8071513400 S RMBP;CPU|INTEL|Desktop|Core i5|i5-13400|Raptor Lake|2500 MHz|Cores 10|20MB|Socket LGA1700|65 Watts|GPU UHD 730|BOX|BX8071513400SRMBP;177.19€
BX8071512600K;Intel® Core™ i5-12600K, 10 Cores (6 Performance-cores) 2.8-4.9GHz LGA1700 (Intel dėžutėje neprideda aušntuvo);178.49€
100-100000263BOX;AMD Ryzen 7 5700G 3.8-4.6 GHz AM4 8C/16T 65W;179.79€
BX8071513400;INTEL Core i5-13400 2.5Ghz FC-LGA16A 20M Cache Boxed CPU;182.19€
100-100000063WOF;AMD Ryzen™ 7 5800X 8C/16T socket AM4, 3.8-4.7GHz, dėžutėje AMD neprideda aušintuvo;182.89€
BX8071514400;INTEL Core i5-14400 2.5GHz LGA1700 20M Cache Boxed CPU;184.79€
100-000001590;AMD Ryzen 7 8700F 5GHz AM5 8C/16T TRAY;188.69€
100-100001237BOX;AMD Ryzen 5 8600G 5.05GHz AM5 6C/12 65W 22MB with Wraith Stealth Cooler BOX;196.19€
BX8071512600KF;INTEL Core i5-12600KF 3.6GHz LGA1700 20M Cache No Graphics Box CPU;197.99€
100-000001237;AMD CPU Desktop Ryzen 5 6C/12T 8600G (3.8/5.0GHz Max, 22MB,65W,AM5) tray (ne gamyklinė pakuotė, be priedų);199.39€
BX8071512500;INTEL Core i5-12500 3.0GHz LGA1700 18M Cache Boxed CPU NON-K;205.19€
100-000000593;AMD Ryzen 5 |R5-7600X|4700 MHz|Cores 6|32MB|Socket SAM5|105 Watts|GPU Radeon 3 (negamyklinėje pakuotėje be priedų);214.19€
100-100001582BOX;AMD Ryzen 7 5800xT 4.8GHz AM4 8C/16T 105W 36MB BOX;215.19€
100-100001015BOX;AMD Ryzen 5 7600 5.1GHz AM5 6C/12T 65W 38MB with Wraith Stealth Cooler BOX;219.39€
100-000001503;AMD Ryzen 7 5700X3D 4.1GHz AM4 8C/16T 100W 100MB TRAY (perpakuoti nes gaunami padėklais po 12vnt, tik cpu be priedų);219.90€
100-000000592;AMD Ryzen 7 7700 procesorius 3,8 GHz 32 MB L3 (negamyklinėje pakuotėje be priedų);236.19€
100-100000593WOF;AMD Ryzen™ 5 7600X 4.7-5.3GHz, Core6/Threads12, socket AM5 (dėžutėje AMD neprideda aušintuvo);240.59€
BX8071514600KF;INTEL Core i5-14600KF 3.5Ghz LGA1700 BOX (no graphics);241.19€
BX8071512700KF;Intel® Core™ i7-12700KF 2.7-5.0 GHz, 12-Cores (8 Performance-cores) LGA 1700, NO Graphics (Intel dėžutėje neprideda aušintuvo);248.19€
100-100001405WOF/24W;CPU|AMD|Desktop|Ryzen 5|R5-9600X|Granite Ridge AM5|3900 MHz|Cores 6|32MB|Socket SAM5|65 Watts|GPU Radeon|BOX|100-100001405WOF;254.19€
BX8071514600K;INTEL Core i5-14600K 14(6+8) Cores, 3.5-5.3Ghz LGA1700 BOX (no CPU cooler);255.19€
100-000001405;AMD Ryzen 5 9600X 5.4GHz AM5 6C/12T 65W 38MB TRAY;260.19€
100-100001503WOF;AMD Ryzen™ 7 5700X3D 8Cores/16T,  3-4.1GHz,  L2+L3 Cache 100MB (dėžutėje AMD neprideda aušintuvo);260.29€
100-100001405WOF;AMD CPU Desktop Ryzen 5 6/12T 9600X (3.9GHz/5.4GHz,38MB,65W,AM5) box, with Radeon Graphics;260.49€
100-100000061WOF;AMD Ryzen 9 5900X BOX AM4 12C/24T 105W 3.7/4.8GHz 70MB dėžutėje AMD neprideda aušintuvo;262.39€
BX80768225F    S RQD2;INTEL Core Ultra 5 225F 3.3GHz LGA1851 20M Cache BOX CPU;263.69€
100-100001590BOX;AMD Ryzen 7 8700F 5 GHz AM5 8C/16 65W AI ready BOX;266.29€
BX80768225FSRQD2;CPU Desktop Intel Ultra 5 225F (20M Cache, up to 4.90 GHz, FCLGA18W) box;266.59€
BX8071512700K;Intel® Core™ i7-12700K (K serijos CPU atrakinti spartinimui), 2.7-5.0 GHz, 12-Cores (8 Performance-cores) LGA 1700 (Intel dėžutėje neprideda aušintuvo);271.49€
